C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,Ax,Ay,Az,Gr,Gp,Fx_norm,Fy_norm,Fz_norm
0.6075,0.605,0.6725,0.6075,0.69375,0.53375,0.85,0.77,0.80375,0.735,0.76,0.71375,0.496612548828125,0.4998524983723958,0.5310007731119791,0.5000967224932328,0.4991294975744122,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6075,0.605,0.6725,0.6075,0.69375,0.53375,0.85,0.77,0.80375,0.735,0.76,0.71375,0.4966011047363281,0.4998588562011719,0.5309906005859375,0.5000932681184744,0.49906731881525573,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6075,0.605,0.6725,0.6075,0.69375,0.53375,0.85,0.77,0.80375,0.735,0.76,0.71375,0.4965972900390625,0.4998504638671875,0.5309661865234375,0.5000746144947795,0.49907975457248976,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6075,0.605,0.6725,0.6075,0.69375,0.53375,0.85,0.77,0.80375,0.735,0.76,0.71375,0.496624755859375,0.499859619140625,0.5309814453125,0.5000248714982598,0.49899684956208207,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6075,0.605,0.6725,0.6075,0.69375,0.53375,0.85,0.77,0.80375,0.735,0.76,0.71375,0.4965972900390625,0.499835205078125,0.53099365234375,0.4999834190011601,0.4989056540603585,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6075,0.605,0.6725,0.6075,0.69375,0.53375,0.85,0.77,0.80375,0.735,0.76,0.71375,0.4965972900390625,0.499822998046875,0.5309356689453125,0.49995854750290025,0.49882274906615903,0.265913653599311,0.09913874119479694,0.23647574968342394
0.60775,0.60475,0.6727500000000001,0.6075,0.6940000000000001,0.5335,0.85,0.77,0.8035,0.7347499999999999,0.76,0.7140000000000001,0.49661865234375,0.4998077392578125,0.5308929443359375,0.4999005140069606,0.4987812965771634,0.265913653599311,0.09913874119479694,0.23647574968342394
0.608,0.6045,0.6729999999999999,0.6075,0.6942499999999999,0.53325,0.85,0.77,0.80325,0.7345,0.76,0.7142499999999999,0.4966461181640625,0.4998077392578125,0.5308837890625,0.49989222350754065,0.49868181058412403,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6082500000000001,0.60425,0.67325,0.6075,0.6945,0.5329999999999999,0.85,0.77,0.8029999999999999,0.73425,0.76,0.7145,0.4966156005859375,0.4998046875,0.53087158203125,0.49988393300812073,0.4986320676038125,0.265913653599311,0.09913874119479694,0.23647574968342394
0.6085,0.604,0.6735,0.6075,0.69475,0.53275,0.85,0.77,0.8027500000000001,0.7340000000000001,0.76,0.71475,0.4966522216796875,0.4998046875,0.5308441162109375,0.4998507710104409,0.4986154866211808,0.265913653599311,0.09913874119479694,0.23647574968342394
