C0,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,Ax,Ay,Az,Gr,Gp,Fx_norm,Fy_norm,Fz_norm
0.62875,0.6275,0.6829166666666667,0.6204166666666666,0.71375,0.55375,0.8958333333333333,0.82375,0.84125,0.7575,0.7829166666666667,0.7179166666666668,0.4953475643130816,0.49953942889182584,0.5407505306580159,0.5,0.4992514108038135,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.683125,0.6203125,0.71375,0.55375,0.8959375,0.82375,0.84125,0.7575,0.7828125,0.7178125,0.4954043013336537,0.49957947855340623,0.5406904561656454,0.500028791892161,0.4992514108038135,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68325,0.62025,0.71375,0.55375,0.8959999999999999,0.82375,0.84125,0.7575,0.7827500000000001,0.7177500000000001,0.49541831871520686,0.4996075133165125,0.5406944611318034,0.5000230335137288,0.4991938270194915,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.71375,0.55375,0.89625,0.82375,0.84125,0.7575,0.7825,0.7175,0.49542632864752295,0.49961952821498656,0.5406584164363811,0.5000691005411865,0.49910169297583407,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.71375,0.55375,0.89625,0.82375,0.84125,0.7575,0.7825,0.7175,0.4954223236813649,0.4996796027073571,0.5406383916055909,0.5001612345961017,0.4990210756777832,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.71375,0.55375,0.89625,0.82375,0.84125,0.7575,0.7825,0.7175,0.49535423925667826,0.4996235331811446,0.5406624214025392,0.5001842681098305,0.49894045837973233,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.71375,0.55375,0.89625,0.82375,0.84125,0.7575,0.7825,0.7175,0.49533020945973005,0.4995514437903,0.5407184909287517,0.5002073016235593,0.49882529079983046,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.71375,0.55375,0.89625,0.82375,0.84125,0.7575,0.7825,0.7175,0.4953502342905202,0.49950338419640355,0.5407224958949097,0.5002764021647458,0.4987331567449152,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.7134999999999999,0.55375,0.8955,0.8240000000000001,0.84125,0.7575,0.7825,0.7175,0.49546237334294524,0.49946333453482317,0.5407305058272258,0.500310952435339,0.4987331567449152,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.71325,0.55375,0.8947499999999999,0.8242499999999999,0.84125,0.7575,0.7825,0.7175,0.4955384676999479,0.49940726500861066,0.5407184909287517,0.500310952435339,0.4987331567449152,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.713,0.55375,0.894,0.8245,0.84125,0.7575,0.7825,0.7175,0.495546477632264,0.4994112699747687,0.5407104809964356,0.5002879189216102,0.498675572971851,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.7127500000000001,0.55375,0.89325,0.82475,0.84125,0.7575,0.7825,0.7175,0.49555048259842205,0.49943129480555887,0.540646401537907,0.500253368651017,0.49869860650809544,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6275,0.68375,0.62,0.7125,0.55375,0.8925,0.825,0.84125,0.7575,0.7825,0.7175,0.4955384676999479,0.4993872401778205,0.5406103568424847,0.5002418518941526,0.49869860650809544,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62725,0.68375,0.62,0.7125,0.55375,0.89275,0.82475,0.84075,0.75725,0.7822499999999999,0.71675,0.49551844286915775,0.4993992550762946,0.5405783171132204,0.5001727513529661,0.4986410227125156,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.627,0.68375,0.62,0.7125,0.55375,0.893,0.8245,0.84025,0.757,0.782,0.716,0.4955304577676319,0.4994272898394009,0.5405903320116945,0.5001266843255084,0.49861798919878675,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6267499999999999,0.68375,0.62,0.7125,0.55375,0.89325,0.8242499999999999,0.83975,0.7567499999999999,0.78175,0.71525,0.4955705074292122,0.499443309704033,0.5405823220793784,0.5001612345961017,0.4986064724306645,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.6265,0.68375,0.62,0.7125,0.55375,0.8935,0.8240000000000001,0.8392499999999999,0.7565000000000001,0.7815000000000001,0.7145,0.4955905322600024,0.4994192799070848,0.5406343866394329,0.5002073016235593,0.4985834388944201,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62625,0.68375,0.62,0.7125,0.55375,0.89375,0.82375,0.83875,0.75625,0.78125,0.71375,0.49554247266610596,0.4994593295686651,0.5406944611318034,0.5002648854078814,0.4985949556625423,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62625,0.68375,0.62,0.7125,0.55375,0.89375,0.82375,0.83875,0.75625,0.78125,0.71375,0.4954823981737354,0.49954743882414193,0.540754535624174,0.5003915697333898,0.49867557294933534,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62625,0.6835,0.62,0.7125,0.55375,0.8935,0.8234999999999999,0.83875,0.75575,0.7809999999999999,0.71325,0.4954583683767872,0.4994993792302455,0.5407505306580159,0.5004146032471186,0.4986986064630642,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62625,0.68325,0.62,0.7125,0.55375,0.89325,0.82325,0.83875,0.7552500000000001,0.78075,0.7127500000000001,0.49548640313989345,0.49950338419640355,0.5407985902519123,0.5005067373020339,0.4987677070042506,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62625,0.6829999999999999,0.62,0.7125,0.55375,0.893,0.823,0.83875,0.7547499999999999,0.7805,0.7122499999999999,0.49546237334294524,0.49950338419640355,0.5408066001842284,0.5005297708157628,0.4987446735130374,0.4530286187732284,0.4456701500829996,0.2140437296812484
0.62875,0.62625,0.6827500000000001,0.62,0.7125,0.55375,0.89275,0.8227500000000001,0.83875,0.75425,0.7802500000000001,0.71175,0.4955024230045256,0.4995314189595098,0.5407905803195963,0.5005873546000847,0.49882529079983046,0.4530263224098005,0.44427406366381766,0.2143386690160967
0.62875,0.62625,0.6825,0.62,0.7125,0.55375,0.8925,0.8225,0.83875,0.75375,0.78,0.71125,0.4955705074292122,0.49948335936561333,0.5407745604549642,0.5005297708157628,0.4987792237723728,0.4530263224098005,0.44427406366381766,0.2143386690160967
0.62875,0.62625,0.6827500000000001,0.62,0.7125,0.55375,0.8925,0.8225,0.8384999999999999,0.7535,0.78,0.711,0.4955865272938444,0.49948335936561333,0.5407825703872802,0.5006334216275424,0.49880225728610167,0.4533908410643714,0.4439949067037615,0.2143398137280296
0.62875,0.62625,0.6829999999999999,0.62,0.7125,0.55375,0.8925,0.8225,0.83825,0.75325,0.78,0.71075,0.4955785173615283,0.4994873643317714,0.5407465256918579,0.5006564551412712,0.49875619025864404,0.4537461832004967,0.44511242206626955,0.21404083434514817
0.62875,0.62625,0.68325,0.62,0.7125,0.55375,0.8925,0.8225,0.838,0.753,0.78,0.7105,0.49561856702310864,0.4995314189595098,0.5407465256918579,0.5007025221687288,0.4988252907773148,0.4548328545415586,0.44623082495106087,0.2150371041120068
0.62875,0.62625,0.6835,0.62,0.7125,0.55375,0.8925,0.8225,0.8377500000000001,0.75275,0.78,0.71025,0.4956345868877408,0.4995514437903,0.5407425207256998,0.5006334216275424,0.49876770698173495,0.45446603952355974,0.4484652697726946,0.21483513843230279
0.62875,0.62625,0.68375,0.62,0.7125,0.55375,0.8925,0.8225,0.8375,0.7525,0.78,0.71,0.49558252232768635,0.4995514437903,0.5406984660979615,0.5006910054118644,0.4987331567223996,0.4551881966776839,0.44651057128138333,0.21513400638304925
0.62875,0.62625,0.68375,0.62,0.7125,0.55375,0.8925,0.8225,0.8375,0.7525,0.78,0.71,0.4955624974968961,0.4995914934518803,0.5406544114702231,0.5006564551412712,0.49864102266748433,0.4551881966776839,0.44651057128138333,0.21513400638304925
0.62875,0.62625,0.68375,0.62,0.7125,0.55375,0.8925,0.8225,0.8375,0.7525,0.78,0.71,0.49555048259842205,0.4995914934518803,0.5406824462333293,0.5006103881138135,0.4986525394130909,0.4569901360825861,0.4476277954256421,0.2151376494541012
0.62875,0.62625,0.68375,0.62,0.7125,0.55375,0.8925,0.8225,0.8375,0.7525,0.78,0.71,0.49557451239537026,0.4995834835195643,0.5406664263686972,0.5006334216275424,0.4986295059218777,0.4598787557638163,0.44846969351657545,0.21593219033454283
0.62875,0.62625,0.68375,0.61975,0.7122499999999999,0.55375,0.89225,0.8220000000000001,0.8372499999999999,0.75225,0.78,0.7095,0.49560655212463456,0.49951539909487763,0.540650406504065,0.5006334216275424,0.4985949556625423,0.46168528789557434,0.4479110814444461,0.2155288300648271
0.62875,0.62625,0.68375,0.6195,0.7120000000000001,0.55375,0.892,0.8215,0.8370000000000001,0.752,0.78,0.7090000000000001,0.49567463654932115,0.49949537426408747,0.5406744363010133,0.5006679718981356,0.4986295059218777,0.4613230656044314,0.4481917152970518,0.21613107516896715
0.62875,0.62625,0.68375,0.61925,0.71175,0.55375,0.8917499999999999,0.821,0.83675,0.7517499999999999,0.78,0.7084999999999999,0.4957186911770596,0.49950338419640355,0.5406904561656454,0.5006910054118644,0.4986986064630642,0.4613230656044314,0.4481917152970518,0.21613107516896715
0.62875,0.62625,0.68375,0.619,0.7115,0.55375,0.8915000000000001,0.8205,0.8365,0.7515000000000001,0.78,0.708,0.4957267011093756,0.4994873643317714,0.5406584164363811,0.5006679718981356,0.4987907405292372,0.4613207692410035,0.44874914516176473,0.2169303709092629
0.62875,0.62625,0.68375,0.61875,0.71125,0.55375,0.89125,0.82,0.83625,0.75125,0.78,0.7075,0.495658616684689,0.49952741399335177,0.5406263767071168,0.5005988713569491,0.4987677069929928,0.4620452182909225,0.44847087225710797,0.21652678207704287
0.62875,0.62625,0.68375,0.61875,0.71125,0.55375,0.89125,0.82,0.83625,0.75125,0.78,0.7075,0.4956786415154792,0.4995674636549321,0.5406704313348553,0.5005067373020339,0.4988137740204504,0.46240514868627053,0.44875002921716417,0.21682847698507937
0.62875,0.626,0.68375,0.6185,0.71125,0.5539999999999999,0.8909999999999999,0.82025,0.83575,0.7509999999999999,0.7797499999999999,0.70625,0.4955905322600024,0.4996155232488286,0.5406824462333293,0.5004606702745763,0.49884832430230147,0.46348264350888685,0.44930952534469293,0.21692403890481537
0.62875,0.62575,0.68375,0.6182500000000001,0.71125,0.55425,0.89075,0.8205,0.83525,0.75075,0.7795000000000001,0.705,0.49552645280147384,0.49963554807961874,0.5407024710641195,0.5004261200039831,0.49884832430230147,0.46348264350888685,0.44930952534469293,0.21692403890481537
0.62875,0.6255,0.68375,0.618,0.71125,0.5545,0.8905,0.82075,0.83475,0.7505,0.77925,0.70375,0.4955785173615283,0.4996555729104089,0.5407425207256998,0.5004606702745763,0.49881377403170823,0.4631158284908881,0.45182519338919863,0.21752349567303036
0.62875,0.62525,0.68375,0.61775,0.71125,0.55475,0.8902500000000001,0.821,0.8342499999999999,0.7502500000000001,0.779,0.7025,0.49555048259842205,0.49965957787656695,0.5407905803195963,0.5005067373020339,0.49882529079983046,0.46672200813175346,0.45154868859534064,0.22031876698225342
0.62875,0.625,0.68375,0.6175,0.71125,0.555,0.89,0.82125,0.83375,0.75,0.77875,0.70125,0.49548640313989345,0.4995914934518803,0.5407184909287517,0.5006103881138135,0.49880225728610167,0.4667082388864521,0.4532265876076608,0.22291065438459898
0.62875,0.625,0.68375,0.6175,0.71125,0.555,0.89,0.82125,0.83375,0.75,0.77875,0.70125,0.49555048259842205,0.49953942889182584,0.5406624214025392,0.5006449383844068,0.49879074054049505,0.4667082388864521,0.4532265876076608,0.22291065438459898
0.62875,0.625,0.68375,0.6175,0.71125,0.555,0.89,0.82125,0.83375,0.75,0.77875,0.70125,0.4955905322600024,0.4994593295686651,0.540650406504065,0.5006564551412712,0.49880225728610167,0.4663391275050253,0.4549033044125645,0.22291461908931354
0.6285000000000001,0.625,0.6835,0.6175,0.71125,0.555,0.89,0.82075,0.83375,0.7497499999999999,0.7785,0.70025,0.4955624974968961,0.4994272898394009,0.5406103568424847,0.5005758378432204,0.49875619025864404,0.4688724095177634,0.4557416628150163,0.22351354338920126
0.62825,0.625,0.68325,0.6175,0.71125,0.555,0.89,0.82025,0.83375,0.7495,0.77825,0.6992499999999999,0.4956466017862149,0.49940726500861066,0.5406183667748008,0.5005182540588984,0.4987792237723728,0.46886552042747953,0.4546241474525083,0.22291119191802325
0.628,0.625,0.6829999999999999,0.6175,0.71125,0.555,0.89,0.81975,0.83375,0.74925,0.778,0.69825,0.49573070607553366,0.499443309704033,0.5406864511994873,0.5004606702745763,0.4988598410816815,0.47283622319054885,0.45546634022857474,0.22681095639018742
0.62775,0.625,0.6827500000000001,0.6175,0.71125,0.555,0.89,0.8192499999999999,0.83375,0.7490000000000001,0.77775,0.6972499999999999,0.49575473587248187,0.4994673395009812,0.5407465256918579,0.5004376367608475,0.4989404583684745,0.47283622319054885,0.45546634022857474,0.22681095639018742
0.6275,0.625,0.6825,0.6175,0.71125,0.555,0.89,0.81875,0.83375,0.74875,0.7775,0.69625,0.4957827706355881,0.49954743882414193,0.540754535624174,0.5003800529765254,0.498963491904719,0.4735514912543892,0.45658415027621596,0.2275083157861118
0.6275,0.625,0.6825,0.6175,0.71125,0.555,0.89,0.81875,0.83375,0.74875,0.7775,0.69625,0.49577476070327203,0.49959549841803835,0.5408146101165445,0.5004146032471186,0.4990556259596342,0.4735514912543892,0.45658415027621596,0.2275083157861118
0.62775,0.625,0.6825,0.61775,0.71125,0.555,0.89,0.8184999999999999,0.8345,0.748,0.7775,0.69575,0.49576274580479796,0.49957146862109014,0.5408146101165445,0.5005182540588984,0.4991132097439563,0.472829334100265,0.454070548494526,0.22841206522401186
0.628,0.625,0.6825,0.618,0.71125,0.555,0.89,0.81825,0.83525,0.74725,0.7775,0.69525,0.4957106812447435,0.49961952821498656,0.5407865753534382,0.5006564551300134,0.4991823102738849,0.4753511387634965,0.45351252925954677,0.22830781539656378
0.62825,0.625,0.6825,0.6182500000000001,0.71125,0.555,0.89,0.818,0.836,0.7465,0.7775,0.69475,0.4957106812447435,0.4996755977411991,0.5408066001842284,0.5007485891961865,0.49925141081507135,0.4724579308230435,0.4551892460644505,0.22950835862796895
0.6285000000000001,0.625,0.6825,0.6185,0.71125,0.555,0.89,0.8177500000000001,0.83675,0.74575,0.7775,0.6942499999999999,0.4956946613801113,0.4996395530457768,0.5407905803195963,0.5008292064942373,0.49929747783127115,0.4742736484085133,0.45379345433040175,0.23020894132502745
0.62875,0.625,0.6825,0.61875,0.71125,0.555,0.89,0.8175,0.8375,0.745,0.7775,0.69375,0.4956866514477953,0.4996235331811446,0.5408025952180704,0.5008522400079661,0.49930899458813555,0.4746358706996563,0.4546324055700038,0.23011123180414295
